ITEM,AGENCIA,ALMACEN,GRUPO,CLASE,FAMILIA,PRODUCTO,VARIACION,MEDIDA,MODELO,MARCA,TIPO,CANTIDAD TOTAL,CANTIDAD,UNIDAD,TIPO,SERIE/LOTE,SERIE/LOTE ADICIONAL,COSTO S/,VALOR S/,FECHA INGRESO,DIAS ALMACEN
483,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW3135T CRAFTOP,ELECTRICA 220V,,EHW3135T,CRAFTOP,PRODUCTO,42,1,U. MIN,,072021080109,,252.477274,252.477274,03-10-2022,588
484,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW3135T CRAFTOP,ELECTRICA 220V,,EHW3135T,CRAFTOP,PRODUCTO,42,1,U. MIN,,072021080112,,252.477274,252.477274,29-03-2022,776
485,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW3135T CRAFTOP,ELECTRICA 220V,,EHW3135T,CRAFTOP,PRODUCTO,42,1,U. MIN,,072021080118,,252.477274,252.477274,29-03-2022,776
486,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW3135T CRAFTOP,ELECTRICA 220V,,EHW3135T,CRAFTOP,PRODUCTO,42,1,U. MIN,,072021080119,,252.477274,252.477274,29-03-2022,776
487,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW3135T CRAFTOP,ELECTRICA 220V,,EHW3135T,CRAFTOP,PRODUCTO,42,1,U. MIN,,072021080133,,252.477274,252.477274,29-03-2022,776
488,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW3135T CRAFTOP,ELECTRICA 220V,,EHW3135T,CRAFTOP,PRODUCTO,42,1,U. MIN,,072021080142,,252.477274,252.477274,29-03-2022,776
489,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW3135T CRAFTOP,ELECTRICA 220V,,EHW3135T,CRAFTOP,PRODUCTO,42,1,U. MIN,,072021080143,,252.477274,252.477274,29-03-2022,776
490,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW3135T CRAFTOP,ELECTRICA 220V,,EHW3135T,CRAFTOP,PRODUCTO,42,1,U. MIN,,072021080144,,252.477274,252.477274,29-03-2022,776
491,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW3135T CRAFTOP,ELECTRICA 220V,,EHW3135T,CRAFTOP,PRODUCTO,42,1,U. MIN,,072021080151,,252.477274,252.477274,03-10-2022,588
492,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW3135T CRAFTOP,ELECTRICA 220V,,EHW3135T,CRAFTOP,PRODUCTO,42,1,U. MIN,,072021080152,,252.477274,252.477274,03-10-2022,588
493,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW3135T CRAFTOP,ELECTRICA 220V,,EHW3135T,CRAFTOP,PRODUCTO,42,1,U. MIN,,072021080154,,252.477274,252.477274,03-10-2022,588
494,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW3135T CRAFTOP,ELECTRICA 220V,,EHW3135T,CRAFTOP,PRODUCTO,42,1,U. MIN,,072021080156,,252.477274,252.477274,03-10-2022,588
495,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW3135T CRAFTOP,ELECTRICA 220V,,EHW3135T,CRAFTOP,PRODUCTO,42,1,U. MIN,,072021080157,,252.477274,252.477274,03-10-2022,588
496,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW3135T CRAFTOP,ELECTRICA 220V,,EHW3135T,CRAFTOP,PRODUCTO,42,1,U. MIN,,072021080158,,252.477274,252.477274,03-10-2022,588
497,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW3135T CRAFTOP,ELECTRICA 220V,,EHW3135T,CRAFTOP,PRODUCTO,42,1,U. MIN,,072021080164,,252.477274,252.477274,03-10-2022,588
498,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW3135T CRAFTOP,ELECTRICA 220V,,EHW3135T,CRAFTOP,PRODUCTO,42,1,U. MIN,,072021080165,,252.477274,252.477274,03-10-2022,588
499,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW3135T CRAFTOP,ELECTRICA 220V,,EHW3135T,CRAFTOP,PRODUCTO,42,1,U. MIN,,072021080167,,252.477274,252.477274,03-10-2022,588
500,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW3135T CRAFTOP,ELECTRICA 220V,,EHW3135T,CRAFTOP,PRODUCTO,42,1,U. MIN,,072021080168,,252.477274,252.477274,03-10-2022,588
501,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW3135T CRAFTOP,ELECTRICA 220V,,EHW3135T,CRAFTOP,PRODUCTO,42,1,U. MIN,,072021080171,,252.477274,252.477274,03-10-2022,588
502,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW3135T CRAFTOP,ELECTRICA 220V,,EHW3135T,CRAFTOP,PRODUCTO,42,1,U. MIN,,072021080172,,252.477274,252.477274,03-10-2022,588
503,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW3135T CRAFTOP,ELECTRICA 220V,,EHW3135T,CRAFTOP,PRODUCTO,42,1,U. MIN,,072021080174,,252.477274,252.477274,03-10-2022,588
504,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW3135T CRAFTOP,ELECTRICA 220V,,EHW3135T,CRAFTOP,PRODUCTO,42,1,U. MIN,,072021080175,,252.477274,252.477274,03-10-2022,588
505,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW3135T CRAFTOP,ELECTRICA 220V,,EHW3135T,CRAFTOP,PRODUCTO,42,1,U. MIN,,072021080176,,252.477274,252.477274,03-10-2022,588
506,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW3135T CRAFTOP,ELECTRICA 220V,,EHW3135T,CRAFTOP,PRODUCTO,42,1,U. MIN,,072021080177,,252.477274,252.477274,03-10-2022,588
507,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW3135T CRAFTOP,ELECTRICA 220V,,EHW3135T,CRAFTOP,PRODUCTO,42,1,U. MIN,,072021080179,,252.477274,252.477274,03-10-2022,588
508,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW3135T CRAFTOP,ELECTRICA 220V,,EHW3135T,CRAFTOP,PRODUCTO,42,1,U. MIN,,072021080182,,252.477274,252.477274,03-10-2022,588
509,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW3135T CRAFTOP,ELECTRICA 220V,,EHW3135T,CRAFTOP,PRODUCTO,42,1,U. MIN,,072021080183,,252.477274,252.477274,03-10-2022,588
510,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW3135T CRAFTOP,ELECTRICA 220V,,EHW3135T,CRAFTOP,PRODUCTO,42,1,U. MIN,,072021080184,,252.477274,252.477274,03-10-2022,588
511,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW3135T CRAFTOP,ELECTRICA 220V,,EHW3135T,CRAFTOP,PRODUCTO,42,1,U. MIN,,072021080185,,252.477274,252.477274,03-10-2022,588
512,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW3135T CRAFTOP,ELECTRICA 220V,,EHW3135T,CRAFTOP,PRODUCTO,42,1,U. MIN,,072021080186,,252.477274,252.477274,03-10-2022,588
513,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW3135T CRAFTOP,ELECTRICA 220V,,EHW3135T,CRAFTOP,PRODUCTO,42,1,U. MIN,,072021080187,,252.477274,252.477274,03-10-2022,588
514,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW3135T CRAFTOP,ELECTRICA 220V,,EHW3135T,CRAFTOP,PRODUCTO,42,1,U. MIN,,072021080189,,252.477274,252.477274,03-10-2022,588
515,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW3135T CRAFTOP,ELECTRICA 220V,,EHW3135T,CRAFTOP,PRODUCTO,42,1,U. MIN,,072021080190,,252.477274,252.477274,03-10-2022,588
516,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW3135T CRAFTOP,ELECTRICA 220V,,EHW3135T,CRAFTOP,PRODUCTO,42,1,U. MIN,,072021080192,,252.477274,252.477274,03-10-2022,588
517,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW3135T CRAFTOP,ELECTRICA 220V,,EHW3135T,CRAFTOP,PRODUCTO,42,1,U. MIN,,072021080195,,252.477274,252.477274,03-10-2022,588
518,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW3135T CRAFTOP,ELECTRICA 220V,,EHW3135T,CRAFTOP,PRODUCTO,42,1,U. MIN,,072021080196,,252.477274,252.477274,03-10-2022,588
519,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW3135T CRAFTOP,ELECTRICA 220V,,EHW3135T,CRAFTOP,PRODUCTO,42,1,U. MIN,,072021080198,,252.477274,252.477274,03-10-2022,588
520,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW3135T CRAFTOP,ELECTRICA 220V,,EHW3135T,CRAFTOP,PRODUCTO,42,1,U. MIN,,072021080200,,252.477274,252.477274,03-10-2022,588
521,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW5239T CRAFTOP,ELECTRICA 220V,,EHW5239T,CRAFTOP,PRODUCTO,61,1,U. MIN,,072021080397,,378.961857,378.961857,29-03-2022,776
522,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW5239T CRAFTOP,ELECTRICA 220V,,EHW5239T,CRAFTOP,PRODUCTO,61,1,U. MIN,,072021080396,,378.961857,378.961857,03-10-2022,588
523,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW5239T CRAFTOP,ELECTRICA 220V,,EHW5239T,CRAFTOP,PRODUCTO,61,1,U. MIN,,072021080542,,378.961857,378.961857,29-03-2022,776
524,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW5239T CRAFTOP,ELECTRICA 220V,,EHW5239T,CRAFTOP,PRODUCTO,61,1,U. MIN,,072021080419,,378.961857,378.961857,29-03-2022,776
525,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW5239T CRAFTOP,ELECTRICA 220V,,EHW5239T,CRAFTOP,PRODUCTO,61,1,U. MIN,,072021080544,,378.961857,378.961857,29-03-2022,776
526,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW5239T CRAFTOP,ELECTRICA 220V,,EHW5239T,CRAFTOP,PRODUCTO,61,1,U. MIN,,072021080546,,378.961857,378.961857,03-10-2022,588
527,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW5239T CRAFTOP,ELECTRICA 220V,,EHW5239T,CRAFTOP,PRODUCTO,61,1,U. MIN,,072021080547,,378.961857,378.961857,03-10-2022,588
528,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW5239T CRAFTOP,ELECTRICA 220V,,EHW5239T,CRAFTOP,PRODUCTO,61,1,U. MIN,,072021080548,,378.961857,378.961857,03-10-2022,588
529,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW5239T CRAFTOP,ELECTRICA 220V,,EHW5239T,CRAFTOP,PRODUCTO,61,1,U. MIN,,072021080550,,378.961857,378.961857,03-10-2022,588
530,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW5239T CRAFTOP,ELECTRICA 220V,,EHW5239T,CRAFTOP,PRODUCTO,61,1,U. MIN,,072021080421,,378.961857,378.961857,29-03-2022,776
531,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW5239T CRAFTOP,ELECTRICA 220V,,EHW5239T,CRAFTOP,PRODUCTO,61,1,U. MIN,,072021080394,,378.961857,378.961857,03-10-2022,588
532,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW5239T CRAFTOP,ELECTRICA 220V,,EHW5239T,CRAFTOP,PRODUCTO,61,1,U. MIN,,072021080393,,378.961857,378.961857,03-10-2022,588
533,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW5239T CRAFTOP,ELECTRICA 220V,,EHW5239T,CRAFTOP,PRODUCTO,61,1,U. MIN,,072021080389,,378.961857,378.961857,03-10-2022,588
534,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW5239T CRAFTOP,ELECTRICA 220V,,EHW5239T,CRAFTOP,PRODUCTO,61,1,U. MIN,,072021080376,,378.961857,378.961857,03-10-2022,588
535,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW5239T CRAFTOP,ELECTRICA 220V,,EHW5239T,CRAFTOP,PRODUCTO,61,1,U. MIN,,072021080377,,378.961857,378.961857,29-03-2022,776
536,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW5239T CRAFTOP,ELECTRICA 220V,,EHW5239T,CRAFTOP,PRODUCTO,61,1,U. MIN,,072021080383,,378.961857,378.961857,29-03-2022,776
537,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW5239T CRAFTOP,ELECTRICA 220V,,EHW5239T,CRAFTOP,PRODUCTO,61,1,U. MIN,,072021080427,,378.961857,378.961857,03-10-2022,588
538,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW5239T CRAFTOP,ELECTRICA 220V,,EHW5239T,CRAFTOP,PRODUCTO,61,1,U. MIN,,072021080429,,378.961857,378.961857,03-10-2022,588
539,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW5239T CRAFTOP,ELECTRICA 220V,,EHW5239T,CRAFTOP,PRODUCTO,61,1,U. MIN,,072021080430,,378.961857,378.961857,03-10-2022,588
540,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW5239T CRAFTOP,ELECTRICA 220V,,EHW5239T,CRAFTOP,PRODUCTO,61,1,U. MIN,,072021080431,,378.961857,378.961857,03-10-2022,588
541,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW5239T CRAFTOP,ELECTRICA 220V,,EHW5239T,CRAFTOP,PRODUCTO,61,1,U. MIN,,072021080433,,378.961857,378.961857,03-10-2022,588
542,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW5239T CRAFTOP,ELECTRICA 220V,,EHW5239T,CRAFTOP,PRODUCTO,61,1,U. MIN,,072021080437,,378.961857,378.961857,03-10-2022,588
543,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW5239T CRAFTOP,ELECTRICA 220V,,EHW5239T,CRAFTOP,PRODUCTO,61,1,U. MIN,,072021080438,,378.961857,378.961857,03-10-2022,588
544,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW5239T CRAFTOP,ELECTRICA 220V,,EHW5239T,CRAFTOP,PRODUCTO,61,1,U. MIN,,072021080442,,378.961857,378.961857,03-10-2022,588
545,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW5239T CRAFTOP,ELECTRICA 220V,,EHW5239T,CRAFTOP,PRODUCTO,61,1,U. MIN,,072021080443,,378.961857,378.961857,03-10-2022,588
546,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW5239T CRAFTOP,ELECTRICA 220V,,EHW5239T,CRAFTOP,PRODUCTO,61,1,U. MIN,,072021080444,,378.961857,378.961857,03-10-2022,588
547,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW5239T CRAFTOP,ELECTRICA 220V,,EHW5239T,CRAFTOP,PRODUCTO,61,1,U. MIN,,072021080446,,378.961857,378.961857,03-10-2022,588
548,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW5239T CRAFTOP,ELECTRICA 220V,,EHW5239T,CRAFTOP,PRODUCTO,61,1,U. MIN,,072021080464,,378.961857,378.961857,03-10-2022,588
549,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW5239T CRAFTOP,ELECTRICA 220V,,EHW5239T,CRAFTOP,PRODUCTO,61,1,U. MIN,,072021080466,,378.961857,378.961857,03-10-2022,588
550,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW5239T CRAFTOP,ELECTRICA 220V,,EHW5239T,CRAFTOP,PRODUCTO,61,1,U. MIN,,072021080469,,378.961857,378.961857,03-10-2022,588
551,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW5239T CRAFTOP,ELECTRICA 220V,,EHW5239T,CRAFTOP,PRODUCTO,61,1,U. MIN,,072021080470,,378.961857,378.961857,03-10-2022,588
552,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW5239T CRAFTOP,ELECTRICA 220V,,EHW5239T,CRAFTOP,PRODUCTO,61,1,U. MIN,,072021080475,,378.961857,378.961857,29-03-2022,776
553,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW5239T CRAFTOP,ELECTRICA 220V,,EHW5239T,CRAFTOP,PRODUCTO,61,1,U. MIN,,072021080477,,378.961857,378.961857,29-03-2022,776
554,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW5239T CRAFTOP,ELECTRICA 220V,,EHW5239T,CRAFTOP,PRODUCTO,61,1,U. MIN,,072021080481,,378.961857,378.961857,29-03-2022,776
555,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW5239T CRAFTOP,ELECTRICA 220V,,EHW5239T,CRAFTOP,PRODUCTO,61,1,U. MIN,,072021080484,,378.961857,378.961857,29-03-2022,776
556,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW5239T CRAFTOP,ELECTRICA 220V,,EHW5239T,CRAFTOP,PRODUCTO,61,1,U. MIN,,072021080441,,378.961857,378.961857,03-10-2022,588
557,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW5239T CRAFTOP,ELECTRICA 220V,,EHW5239T,CRAFTOP,PRODUCTO,61,1,U. MIN,,072021080492,,378.961857,378.961857,29-03-2022,776
558,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW5239T CRAFTOP,ELECTRICA 220V,,EHW5239T,CRAFTOP,PRODUCTO,61,1,U. MIN,,072021080494,,378.961857,378.961857,29-03-2022,776
559,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW5239T CRAFTOP,ELECTRICA 220V,,EHW5239T,CRAFTOP,PRODUCTO,61,1,U. MIN,,072021080496,,378.961857,378.961857,29-03-2022,776
560,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW5239T CRAFTOP,ELECTRICA 220V,,EHW5239T,CRAFTOP,PRODUCTO,61,1,U. MIN,,072021080499,,378.961857,378.961857,03-10-2022,588
561,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW5239T CRAFTOP,ELECTRICA 220V,,EHW5239T,CRAFTOP,PRODUCTO,61,1,U. MIN,,072021080500,,378.961857,378.961857,03-10-2022,588
562,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW5239T CRAFTOP,ELECTRICA 220V,,EHW5239T,CRAFTOP,PRODUCTO,61,1,U. MIN,,072021080505,,378.961857,378.961857,03-10-2022,588
563,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW5239T CRAFTOP,ELECTRICA 220V,,EHW5239T,CRAFTOP,PRODUCTO,61,1,U. MIN,,072021080506,,378.961857,378.961857,03-10-2022,588
564,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW5239T CRAFTOP,ELECTRICA 220V,,EHW5239T,CRAFTOP,PRODUCTO,61,1,U. MIN,,072021080512,,378.961857,378.961857,03-10-2022,588
565,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW5239T CRAFTOP,ELECTRICA 220V,,EHW5239T,CRAFTOP,PRODUCTO,61,1,U. MIN,,072021080513,,378.961857,378.961857,03-10-2022,588
566,CRAFTOP TARAPOTO,CRAFTOP TARAPOTO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW5239T CRAFTOP,ELECTRICA 220V,,EHW5239T,CRAFTOP,PRODUCTO,61,1,U. MIN,,072021080514,,378.961857,378.961857,03-10-2022,588
